text,label,naive_bayes_prediction
kali speaking ielts doang sih nilai chat gpt dapet,Negatif,Negatif
arvv  chatgpt          sharing k k k k k all ewalletqris,Netral,Netral
pendek manual manual udah ga sempet combine chatgpt refine aneh ya kadang miss refinenya gak merhatiin konteks eg konferensi pers,Positif,Positif
parkjayp pake chatgpt sajah,Netral,Netral
coba chat gpt udah kalo bingung materi kuliah gampang cari,Negatif,Negatif
arkhamclinic gua curiga bot pake chat gpt wkwk,Negatif,Negatif
katindig salamat chatgpt,Positif,Positif
baca script kat chat gpt,Netral,Netral
chat gpt lo demkochadu raa,Netral,Netral
hufttmai tanda lu pake chatgpt,Positif,Positif
valmadora chat gpt gitu sih dor gak,Negatif,Negatif
chatgpt plus,Netral,Netral
kayak gue udah tahap sapiosexual suka chatgpt nang bgt bantu si sword kayak ikat kepala bantu lepas huhu,Positif,Positif
ready nih akun chatgpt sharing start kbulan akses gpt testimoni cek pinned yahh fast response zonauang,Negatif,Negatif
riopriandri tevnpeel kalo chatgpt gampang ya,Netral,Netral
zachierven nak hogwarts chatgpt referensi cari,Netral,Netral
chatgpt tolong buat essay konstelasi nama zaven asrama ravenclaw mata ajar astronomi kendala rangkum materi konstelasi sibuk lamun kelas,Netral,Netral
bukti bang liat emang ya bang pake chatgpt ngetiknya pake effort,Netral,Netral
apasihlipi k bulan yukk,Negatif,Netral
pake chatgpt ga,Netral,Netral
ananasdhita rynnyaw internet pake chatgpt tinggal atm,Netral,Netral
wooniiy aja sih chat gpt ajaaa,Negatif,Negatif
speunghun wkwkwk terus upchar sampe chatgpt nyerah bikin kalimat,Netral,Netral
 zonauang  winwink opress chatgpt quillbot deepl copilot spotify apple music apps member udah an harga jamin under,Netral,Netral
malu chat psikolog chat aja chatgpt,Negatif,Negatif
ken upload photodump kemarin tp mager bikin captionnya mintol chatgpt generate caption aja ya,Netral,Positif
junyounghoh maaf ak ga tau chatgpt iyah,Positif,Positif
open joki referat kedokteranfk start ktopik halaman plagiarism lt in rush available fee sesuai no aichatgpt free dafpus dafis daftar tabel daftar gambar nomor halaman langsung anak fk koas amp dokter cepat,Positif,Positif
huri nuri bir de berkecan cemyılmaz impressive openai chatgpt,Netral,Netral
bener aja lu lomba sharescreen berani banget buka chatgpt uda gitu salah lawak,Positif,Positif
loff yu somuch chatgpt ketemu judul bagus sub sub judul ehhe,Positif,Positif
sakhtalfaaz hahahhaha ab tum chat gpt tumhari nau kitab hogai iski thi shariyat mr pata hi hogi hahahahahha abrahamics such a fool they keep insulting there own books sabse phale kafir tho tum ho,Negatif,Negatif
gilir niat upchar chatgpt nya limit,Netral,Netral
dokter tamat bantu chatgpt,Positif,Netral
chat gpt tips ngurusin badan ngilangin bekas gemuk ngilangin jerawat kulit glowing ngurangin mata panda ngurangin rambut rontok,Positif,Positif
 zonauang  winwink opress chatgpt quillbot deepl copilot spotify apple music apps member udah an harga jamin under,Netral,Netral
kayak hidup lu salah lingkung kerja bikin ken marah satusatunya komunikasi bikin lu feel better ngechat chatgpt nanya urus kerja,Positif,Positif
logijustplayit adindagainst basebdg chatgpt aja,Netral,Netral
ni mesti jenis assignment copy paste google chatgpt,Netral,Positif
mocarongz chatgpt,Netral,Netral
even chatgpt bingung iki opo,Negatif,Negatif
openai kirim email guna china selasa juni memberitahukan rencana tutup akses chatgpt juli,Positif,Positif
openai rencana sepenuh henti akses guna china chatbot cerdas buat ai chatgpt sedia resmi china masyarakat akses chatgpt api usaha,Positif,Positif
baca chatgpt kak oi haha,Netral,Netral
openai blokir akses chatgpt china thread,Negatif,Negatif
wta nanya klo share chatgpt org kira aman tdk yazonauang,Positif,Positif
pake chat gpt makasih,Negatif,Negatif
yrreason ril tiramisu enak bgt,Positif,Positif
 zonauang  winwink opress chatgpt quillbot deepl copilot spotify apple music apps member udah an harga jamin under,Netral,Netral
woi jg suka curhat chatgpt,Netral,Netral
fitur unggul gemini ai canggih chatgpt,Positif,Positif
arsteic fb ya kak jaiden,Netral,Netral
babyupink yukk kak followed yaa,Netral,Netral
gunain chat gpt nanya kompleks please gpt language model search engine,Negatif,Negatif
mhulyanto dapus artikel chatgpt,Netral,Netral
mhulyanto makasih chatgpt,Negatif,Negatif
uji pake chat gpt,Netral,Netral
video masalahny gk update kala tele tele kek bgini jatohny masuk tutorial hell sisi chat gpt telat dokumentasiny klo sedia tinggal copas dokumentasi analisa banding ampe ngerti isi dokumentasi,Negatif,Negatif
dwaemat apps cari aja web chatgpt,Netral,Netral
sis ni i prompt chatgpt calculate between petrol vs diesel office pipol jam jln jam dlm office pastu jam jln well if industri sederhana i assume mileage diorg bnyk lgi sbb ulang alik few trips restockkerja daily or weekly tpi xpela i adil jela,Positif,Positif
pagi pagi udh ngomelin chatgpt wkwkwkwk,Negatif,Netral
timbang langgan chatgpt,Netral,Netral
masuk ht masuk ba mutualan zonauang,Netral,Netral
selamat pagi,Positif,Netral
google luncur gemini ai saing chatgpt priludestudio,Positif,Netral
bener chatgpt betapa untung milik teman seperti ja heol daebak bangun tidur orang tinggal rija deserve love around the world,Positif,Positif
testi latar skripsi pgsd yuk yg bantu tugas skripsi tesis disertasi amp macam langsung hubung wa bio yah jurus kerja jamin bebas plagiasi no chat gptai yah bukti zonauang infojoki,Positif,Positif
alonjazzz ni idea como usar chat gpt,Netral,Netral
gambar dokter kuliah bantu chatgpt,Netral,Netral
ngapainhey yaoini akarliar gw sampe validasi chatgpt gpp ga sih curhat ai,Negatif,Negatif
susah banget gilaaaaaaaa chatgpt bantu,Positif,Positif
ohmybeautybank dasar temen chatku chatgpt spf beda tipis tetep aja spf ngasih lindung ekstra pa nilai nya bagus lindung ultraviolet sesuai butuh aja nder,Positif,Positif
pagi udah curhat chatgpt,Netral,Netral
quarantineworks yaoini akarliar woi ya allah udah sinting curhat chatgpt,Negatif,Netral
grok pulak dahhhh chatgpt sudahlaa,Netral,Netral
caramelllll basebdg real life aja ga temen yg percaya dengerin cerita ku mentok curhat chat gpt ya kayak ledak kepala gimana pendam kalo over thinking capek aja,Positif,Positif
professoruno katindig parang galing chatgpt lang ehh,Positif,Netral
artikel chatgpt bebas plagiarisme ai detector mudah banget loh,Positif,Positif
chatgpt baca,Netral,Netral
chat gpt lt chat gpi jajaj que mamada,Netral,Netral
aesheticshopee beyourluna nitip video shopee dongg,Netral,Netral
clouzeiya ohh kak,Netral,Netral
fantastixue hsll molydee teddgus coba cari chatgpt server cadang data server google dll ngga sederhana gitu,Positif,Positif
hanblnkr superwnova kak tutorin gaa,Positif,Netral
chat gpt premium yg ready skrg zonauang,Netral,Netral
clouzeiya gatau kak kmrn ga ss info nya,Netral,Netral
yaoini akarliar saking sendiri kemaren curhat chatgpt gin banget ya kek hidup ga kaya org yg nikah anak dkk jg grup chat twitter w nyimak aja,Positif,Positif
juweifess curiga chatgpt,Negatif,Negatif
eviaramak ceshestia hang chat gpt bunlar ya,Negatif,Negatif
guythehomeless ha bhai asspass wale jyada bhi nhi contribute krte pass hone me koi bhi ho exam me baithte hi sbke ethics khatam ho jata marks liye janvar bn jate log mai khud chat gpt chapa hua hu,Negatif,Negatif
mancaster chatgpt hakosi jibu mcheki,Netral,Netral
anjir malu maluin bgt fk ui modal ngecheat lu dunia canda doang gmn curiga skripsi pake chat gpt gws indonesia,Negatif,Negatif
txtdhir aintnokale lovaraela foto upload chat gpt diagnosis,Netral,Netral
convomf pake chat gpt cari data google,Netral,Netral
chatgpt selamat ku,Positif,Netral
ericsalinas mluiscastillo chat gpt jakaka,Netral,Netral
louverruk nanya ngambek chatgpt,Negatif,Netral
telyufess bom tidurrr minggu senin begadangin kerja faklah,Negatif,Negatif
dotinwhite alfesbase wanjay,Netral,Netral
ronniefcb gxldepaulinho chat gpt generame un feka,Netral,Netral
dah ngomong aja dua sampe hint gw bangun gw beneran pusing mikir jwbn sampe chatgpt bantuin,Negatif,Negatif
alfesbase orang,Netral,Netral
wow calon dokter tes pake ai lo klo ngobatin pasien lo nanya chatgpt dlu kah kburu mokad,Positif,Positif
ritarodev chatgpt premium shared account slot bang iur boleh,Netral,Positif
harini guna chatgpt dgn maksimal,Netral,Negatif
kaciliiw chatgpt jalan ninja,Netral,Netral
ritarodev bikin cover letter upload resume chatgpt bikinin cover letter sumber resume tsb serta link loker hasil cocok requirement loker resume,Positif,Positif
topmgszn muk chatgpt,Netral,Netral
aleaavendaaa logo chatgpt ramai orang pakai sis,Negatif,Negatif
caratstalk yaampuuun woozi dikit make chatgpt ngerjain tugas wkwkwkw,Negatif,Negatif
convomf pake chatgpt udah langsung ribu nama,Netral,Netral
baksomlg chat gpt gaje an,Netral,Netral
studkia seremm banget lgi operasi nanya chatgpt dlu wakakakaka,Netral,Netral
chat gpt plus wts chat gpt plus zonaba zonauang zonajajan ps order sung wa aja ya bio dm suka ga masuk notif,Netral,Netral
gw pake chatgpt,Netral,Netral
aendyurrem chatgpt wkwkkw,Netral,Netral
meowgrl engga sih kalo rontok emang salah tahap ganti rambut kuat chatgpt sih gitu,Positif,Positif
chat gpt plus wts chat gpt plus zonaba zonauang zonajajan ps order sung wa aja ya bio dm suka ga masuk notif,Netral,Netral
chat gpt plus wts chat gpt plus zonaba zonajajan zonauang ps order sung wa aja ya bio dm suka ga masuk notif,Netral,Netral
getoslatte hbd ai detector sa chatgpt ko,Netral,Netral
wkwkwkwkw chatgpt gatau,Netral,Netral
harihari caption maling chatgpt v,Negatif,Netral
isi make chatgpt ya gua haru dah saking bagus,Positif,Positif
chat gpt plus wts chat gpt plus zonauang zonajajan zonaba ps order sung wa aja ya bio dm suka ga masuk notif,Netral,Netral
wontonseason kl mw priksa chatgpt,Netral,Netral
nyamisachela ni kazi inakuanga mob but sai uliza tu chatgpt ama gemini,Netral,Netral
cattawinatt snnypo bikin pake chat gpt aj,Netral,Netral
papernya pas kuliah chatgpt,Netral,Netral
tanyarlfes please angka salah dah nanya chatgpt sampe marah chatgptnya ngga ngerti ketik,Negatif,Positif
amitshah narendramodi chatgpt ka poora istemal,Netral,Netral
bibequwu yg bener aje konsul pasien pke chatgpt,Positif,Netral
tau manfaat chatgpt simpul poin isi whitepaper crypto tau bitcoin artificialintelligence,Positif,Positif
nihwinter xixixi pake chatgpt,Negatif,Netral
krtkx coba chat gpt biar,Netral,Netral
convomf pake chat gpt klo gk flow gpt problem done jgn lupa tambahin mamang garox,Positif,Negatif
tawarin chatgpt dongg guys wtb zonauang,Positif,Netral
gue yg upcharnya kadang pake chatgpt sender jelek bat capernya wkwkwk,Negatif,Negatif
i know this might sound silly but u gotta add that as an achievement cv dgn yg relate sm loker yg lamar dgn bantu chatgpt kak,Positif,Positif
tajisa guna chatgpt,Negatif,Netral
bro dokter kki pake joki konsep gimana dah gw mending diagnosis chat gpt ajgg,Positif,Positif
bangsat i feel u woozi bang bumzu psti kaya tuduh bikin lapor modal chatgpt ori ide,Positif,Positif
yeriunesa aintnokale lovaraela curiga klo periksa pasien buka chatgpt,Positif,Positif
wonzlovrie mas accurate pa nga ata chat gpt kesa saka eh,Netral,Netral
andaiduniabaik chat gpt,Positif,Netral
lovaraela eh tuh maksud pas ngerjain simak nyontek chat gpt gitu,Netral,Netral
bibequwu buka chatgpt dlu,Netral,Netral
nanya pas jaman bikin blog cari gugel aja kali nanya puasa chatgpt cari gugel aja tinggal pilih yg iyah gasalah iyah adek mandiri,Positif,Positif
sungchanzn isokay istirahat pawang chatgpt,Negatif,Negatif
ah yes pas operasi buka chat gpt,Netral,Netral
blm bertemen orang suka deketin pasang butuh awikwok kalo cuman chatan doang better pake chat gpt aja ga asa apaapa,Positif,Positif
kompastv nulis pake chat gpt orang nih yg bikinin,Negatif,Negatif
gila anjir ui gweh lo ketat jalur simak bangke bayangin masuk fk jalur chat gpt astagfirullah,Negatif,Negatif
miss lng tlga real d ko makalimutan isang hamak n chatgpt lng ako damn bro,Positif,Positif
 zonauang  winwink opress chatgpt quillbot deepl copilot spotify apple music apps member udah an harga jamin under,Netral,Netral
sumpah dah lu bayangin lu udh cape cape bikin essay or lapor berharihari bilang ahh mah pake chatgpt kali the same thing for woozi sangkin mindblownnya ketawa you have us zi who will always protect you,Positif,Positif
ccanhee rochellianz udah nyontek chatgpt,Netral,Netral
mafolebaraka kaka umewahi fanya ishu za kuuza digital product online yan kwa kutumia chatgpt canva na gumroad,Positif,Netral
beli chat gpt bgt zonauang,Netral,Netral
hisonu abidsensibull chat gpt mein short karna sikhate hain kya,Netral,Netral
rochellianz gue udah liat chatgpt gak yg bener,Netral,Netral
pnsdaerahjelata ainunnajib chat gpt informasi yah,Netral,Netral
daino udah ya kirain tauu kemarin kemarin emang aneh banget chatgpt tuh kaya adminnya ngantuk deh,Positif,Positif
osoroke hio speech iliandikwa na chatgpt hakujua anasema nini,Negatif,Negatif
syedsaddiq karangkraf chatgpt tulis tuorg loop jln tegak patut la podium,Negatif,Negatif
bat mo alam ung chat gpt hisong,Netral,Netral
caratstalk takkanla woozi lagu pakai chatgpt ler korang ni,Positif,Positif
kaveesna km ngapain sma chat gpt,Netral,Netral
pjwscg weh chatgpt ya allah hahahah kelakar,Netral,Netral
jual chatgpt yg prem ga zonauang,Netral,Netral
sma kek lu susah susah ngerjain essay sampek gadang trs tuduh pke chatgpt,Positif,Negatif
virgbabes kek chat gpt gitu namane study ai,Positif,Netral
woozi ni chokia chokia chatgpt,Netral,Netral
haechaln mank nya knpa sih klo pake chatgpt,Negatif,Negatif
aufwib linked in premium apply linked in top list candidate chat gpt buddy latih interview pake fitur suara adjust dasar konteks requirement jobnya temen ngerjain technical challenge,Negatif,Negatif
owivia bjil emang ngapa dah chatgpt tuh ai,Netral,Netral
kiyongway gatau ka gue nyuruh chatgpt yg mikir,Netral,Netral
tangena alam ng enha chatgpt bwhahaha,Netral,Netral
ai been used in lyrics nk pakai chatgpt lirik nak cari information essay pon takda soal tau hahaha,Positif,Positif
haechaln dah apa gua upchar hasil chat gpt,Negatif,Negatif
ih takut gw kalo upchar copas gemini chatgpt,Negatif,Negatif
tehnit gantung chatgpt bole gk,Negatif,Negatif
lambedon emanuelkendrik billywellz nimeenda chatgpt kwa ajili yake na nimemuwekea hapo kwa kiswahili aseme haoni usikute ndo baba mwenyewe,Positif,Positif
batas koreksi grammar kayak gapapa deh ketiplek chat gpt,Positif,Positif
shopbylilie kk chatgpt premium minggu,Netral,Netral
haechaln lu upchar pake chatgpt,Netral,Netral
qaqo pati si chatgpt sabi rin ang al james agenda,Netral,Netral
bandisanjaybjp chatgpt kuda intha baaga english draft cheyaledemo,Netral,Netral
syukronalh hasbillbs mfebbyangga ardisatriawan dikatain chat gpt nyaleg ga lolos,Negatif,Negatif
 zonauang  winwink opress chatgpt quillbot deepl copilot spotify apple music apps member udah an harga jamin under,Netral,Netral
inchefaris haha nama tu chatgpt dgn claude suggest nama bias prompt projek nama faris,Positif,Positif
sekala jir gpp gw kemaren nge ct dr soon smpe farpar full chatgpt,Netral,Netral
eh maaf ya anak anak hra dlu wording hra gw bikin pake chatgpt,Positif,Positif
doiicrumbs protes karna ngira ct oa bikin caption pakai chatgpt,Positif,Netral
iamcleopatricia kwa mujibu wa chatgpt,Netral,Netral
gtelatoz chatgpt,Netral,Netral
convomf aja chat gpt nama random orang indonesia,Netral,Netral
 zonauang  winwink opress chatgpt quillbot deepl copilot spotify apple music apps member udah an harga jamin under,Netral,Netral
pnsdaerahjelata ainunnajib chatgpt ngambil data media,Netral,Netral
convomf bantu chat gpt gemini nder,Netral,Netral
vinnierots hii imeshinda chat gpt had mmi ntajua aje,Netral,Netral
leialee i what is your definition of word pulak fahaman sudah i pindah je chat gpt,Positif,Positif
kemarin baca tarottarotan pakai chatgpt nasib debat aac readingnya i should move on,Positif,Positif
dinulfadli coba chat gpt,Netral,Netral
convomf chatgpt tabel,Netral,Netral
la get back dgn chat gpt,Netral,Netral
akaeshji klo dijelasin bingung chatgpt wakakakaka,Positif,Positif
chatgpt,Netral,Netral
convomf kalo gak chatgpt mah ketik aja rekomendasi nama bayi google wkwk,Positif,Positif
haechaln sender iri ya gabisa bikin upchar caption chatgpt,Positif,Netral
curhat psikolog curhat chat gpt,Netral,Netral
dml matumizi ya chatgpt had advance mkuu,Netral,Netral
karins ya guna chat gpt bantu sumpah riweh banget manusia kaya gitu hidup ngga damai komentarin orang mulu,Positif,Positif
basebdg anak it selingkuh chatgpt cuman ngertiin,Netral,Netral
ssoxee iyadeeeh suhuu kalo udah gabisa mikir pake chat gpt kokk,Netral,Netral
karins liat timeline pake chat gpt katakatanya ngga nyambung apa gitu,Netral,Netral
ssoxee emang upchar pake chat gpt,Netral,Netral
most of the time pakai chatgpt translate check grammar pakai bareng quillbot pakai chatgpt bantu nulis desc jarang banget lakuin kecuali nyari info susah gak tuntut min req,Positif,Positif
chatgpt solusiii kalo resah bingung apa dapet yg masuk akal situ,Positif,Positif
baca gw sampe chatgpt astaga thread ketar tir jepang gitu doang sampe chat gpt,Netral,Netral
sebentar ya nanya chatgpt,Netral,Netral
whenitsnows paqyet ridi kakaa chatgpt sharing k,Netral,Netral
